Language,ProjectName,CommitHash,List_of_CI_impacted_files,Commit_Message
C,phpredis/phpredis,https://github.com/phpredis/phpredis/commit/479420f4922f8cb4777ee696807b62d4a95e2887,[.travis.yml],TravisCI: refactor call of redis-trib.rb
C,pmem/pmdk,https://github.com/pmem/pmdk/commit/f99646568a981a01d839ae89e39e28a35ecc4b32,[.travis.yml],common: clean up travis build matrix
C,pmodels/mpich,https://github.com/pmodels/mpich/commit/49b7e3022e1371ff73f3ed9cd07b7589596d25d8,[.travis.yml],travis: Add matrix builds for ch3/ch4  Exclude ch4 builds on OSX for now as they take too long. We can add them back after refactoring.  No reviewer.
C,pmodels/mpich,https://github.com/pmodels/mpich/commit/8a1ae02049a31321748721e3426009815c5e6ac2,[.travis.yml],travis: Disable ch4 builds for now  ch4 builds have a tendency to timeout even on Linux machines. Comment them out until we complete the .h -> .c refactoring.  No reviewer.
C,pocoproject/poco,https://github.com/pocoproject/poco/commit/273001a68e245cbe414a2872e3777ab524bd7eec,[appveyor.yml],Addjust displayed information. Refactor defined setup for cmake. Remove Kampbell notification.  Signed-off-by: FrancisANDRE <zosrothko@orange.fr>
C,pocoproject/poco,https://github.com/pocoproject/poco/commit/e052f3861a2a5c7554eb04a680ac7cc3eb8d2750,[.travis.yml],Refactor order of the tests.
C,pocoproject/poco,https://github.com/pocoproject/poco/commit/6a49be40bd4c86932642d84c9523ba93370955ca,[.travis.yml],Refactor for checking C++11 availability  besides Apache Server version (#2382)  * Refactor for checking C++11 availability  besides Apache Server version  * Add postgres binary to PATH for fixing the build on Travis CI
C,pocoproject/poco,https://github.com/pocoproject/poco/commit/e12ba03014e5ae5f1f0b78480b251c63fbc4e9ae,[.travis.yml],cleanup
C,projectM-visualizer/projectm,https://github.com/projectM-visualizer/projectm/commit/f2ca861b08547529e98c601f54df822b2b7afdd5,[.travis.yml],More helpful ubuntu build instructions (#383)  * testing bionic on travis  * table cleanup  * Test building on travis without libsdl1  * test  * Try to parse version for travis script  * disable addons/apt  * gl1-mesa-dev  * bleh  * revert  * hopefully more portable hack  * Don't require user to provide libglm  * dist vendor
C,pure-data/pure-data,https://github.com/pure-data/pure-data/commit/740ca5d303e9f4aec21f12960ebfb1090d9eae17,[.travis.yml],[ci] run "brew cleanup" on osx  better to do it manually  then being hit by an automatic run
C,pyca/pynacl,https://github.com/pyca/pynacl/commit/42ef7df6a886596834c626b3cf0a4f9a6459f9f3,[.travis.yml],drop 2.6 support  fix a broken image. (#219)  * officially drop support for 2.6  clean up a broken image  * add changelog entry  * remove py26 testing from travis
C,pyca/pynacl,https://github.com/pyca/pynacl/commit/9017e68dcdb6ae1e56fb5d000c92f65c7ddc9bd8,[.travis.yml],Try to fix travis + cleanup dead code (#325)  * Try to fix travis + cleanup dead code  * Attempt to remove all this dreck  * Match our pythons to our toxenvs
C,pysam-developers/pysam,https://github.com/pysam-developers/pysam/commit/c2c177d2d559052a211e86587f233ca5701bdf14,[.travis.yml],Add py37 to travis matrix  remove 34 and 35  Clean up conda channel setup to match https://bioconda.github.io/
C,radareorg/radare2,https://github.com/radareorg/radare2/commit/0fdae7223a06470f30af6141e7d3484906bc5f4b,[.travis.yml],Do not show OKs in tests + minor code cleanup
C,radareorg/radare2,https://github.com/radareorg/radare2/commit/2b0c9d1a176b74bd2a24ec5a83511a3a8766cd9c,[.appveyor.yml],Refactored meson scripts (#9143)
C,radareorg/radare2,https://github.com/radareorg/radare2/commit/2782a1890e1c6f9187078f96ac43ad5991ea71de,[.appveyor.yml],Some sys/meson.py cleanup (#9258)
C,rdesktop/rdesktop,https://github.com/rdesktop/rdesktop/commit/fd25312043b208659b1ce52a266b97b9c083fe74,[.travis.yml],Cleanup travis.yml
C,redis/hiredis,https://github.com/redis/hiredis/commit/3cba03237ee7dd1a08f15d3181c8810e816395f8,[appveyor.yml],chore: Cleanup appveyor configuration
C,rsyslog/rsyslog,https://github.com/rsyslog/rsyslog/commit/f1c2d5b17327cace6ee32ef12ab075a2811b0923,[.travis.yml],debug subsystem: clean up somewhat dirty function call  On a runtime which does not handle null pointers in printf  this could lead to an abort (but we don't have such runtimes in regular cases).
C,rsyslog/rsyslog,https://github.com/rsyslog/rsyslog/commit/fc2fe71f6a29fdbbd76e2987cd69bb310f4a5978,[.travis.yml],cleanup
C,rsyslog/rsyslog,https://github.com/rsyslog/rsyslog/commit/a9e5c101be69686870ef240426f96f5cff170c6b,[.travis.yml],Travis: cleanup .travis.yml
C,samba-team/samba,https://github.com/samba-team/samba/commit/a092a6650017290efd80eb73bdfc3a09be95f025,[.gitlab-ci.yml],gitlab-ci: Do not hide a possible out-of-space condition by cleaning up the tree  These are VMs anyway and will soon vanish  so a cleanup is totally wasted in any case.  Signed-off-by: Andrew Bartlett <abartlet@samba.org> Reviewed-by: Andreas Schneider <asn@samba.org>
C,sleuthkit/sleuthkit,https://github.com/sleuthkit/sleuthkit/commit/f0fdc028a052e237e422e8aee80bff6a62910d66,[.travis.yml],Updated to OpenJDK/OpenJFX and restructured Travis build.
C,statsite/statsite,https://github.com/statsite/statsite/commit/352e169750ba33bab4aa0e15d566c3dc46dafb44,[.travis.yml],Cleanup dep transients
C,statsite/statsite,https://github.com/statsite/statsite/commit/61c17898a4fde344d03e1a5cbf1ac04bed5dc729,[.travis.yml],Autotools and CI cleanup
C,syslog-ng/syslog-ng,https://github.com/syslog-ng/syslog-ng/commit/e42fe383b8fbd7cd583023cc902d0912de6eec1f,[.travis.yml],.travis.yml: enable all supported checks  errors to the end of build log  Enable checking all unit tests via DISTCHECK_CONFIGURE_FLAGS. SQL and systemd is still untested because of old packages (proposed fix on a different branch by compiling them from source).  Clean up build log by showing errors at the end.  Signed-off-by: bkil-syslogng <tamas.nagy@balabit.com>
C,syslog-ng/syslog-ng,https://github.com/syslog-ng/syslog-ng/commit/3f88f54c1cf53198da76cfae33dfe3601f607879,[.travis.yml],packaging: a little cleanup after geoip removal  Signed-off-by: Antal Nemes <antal.nemes.hu@gmail.com>
C,the-tcpdump-group/libpcap,https://github.com/the-tcpdump-group/libpcap/commit/44cc318af130001c447dd9083c30cc242fece3fe,[.travis.yml],Clean up the way we handle remote capture with CMake.  Instead of explicitly testing the REMOTE environment variable  have an ENABLE_REMOTE environment variable that's either empty or "-DENABLE_REMOTE=ON".  (Yes  it's currently supposed to be HAVE_REMOTE  but that's not the best name for a user-visible flag  as evidenced by the fact that *I* didn't remember its name  and I'm the person who put it into CMakeLists.txt.)
C,the-tcpdump-group/libpcap,https://github.com/the-tcpdump-group/libpcap/commit/ecfe4d8e8e50536a8ef017f532640c83604c31d3,[.appveyor.yml],appveyor: clean up.  Get rid of the debugging printouts.  To decide whether to pass cmake the -A flag or not  check whether the PLATFORM environment variable is defined  rather than checking for a particular generator.
C,the-tcpdump-group/tcpdump,https://github.com/the-tcpdump-group/tcpdump/commit/3408e62bf6517224aeb1844f55b66826b426b923,[.travis.yml],Travis script: refactor env section
C,thestr4ng3r/chiaki,https://github.com/thestr4ng3r/chiaki/commit/cf5fe302198d242730874d9d194a43a022858ec5,[.travis.yml],Restructure and fix Travis
C,tideways/php-xhprof-extension,https://github.com/tideways/php-xhprof-extension/commit/f556b0f5c328138bbb8257c6f3b64887ce961a0f,[appveyor.yml],Cleanup appveyor.yml
C,timescale/timescaledb,https://github.com/timescale/timescaledb/commit/d2ada380ec09c8ec13699fbcfba0c2abd2d120c8,[.travis.yml],Cleanup ignored Arm32 test in travis.yml  Remove ignored tests that are now passing.
C,timescale/timescaledb,https://github.com/timescale/timescaledb/commit/87871ece1826207f36d882b85af6b41445f63033,[.travis.yml],Ignore certain tests under ARM in 1.3.x  The sql_query_results_x_diff and  sql_query_results_unoptimized test must be ignored in the 1.3.x branch because the PR that refactors those tests is only in the 1.4.x branch and on.
C,timescale/timescaledb,https://github.com/timescale/timescaledb/commit/ecc9f8cafbce3caae690441b7db861f07a33f9dc,[.travis.yml],Cleanup ignored Arm32 test in travis.yml  Remove ignored tests that are now passing.
C,torproject/tor,https://github.com/torproject/tor/commit/0c6cfd9c652e4f5074151320ad31c32cc82818e9,[.travis.yml],Cleanup cargo registry before each Rust-enabled build  Also  refrain from caching target/.  See: https://levans.fr/rust_travis_cache.html
C,tpoechtrager/cctools-port,https://github.com/tpoechtrager/cctools-port/commit/68b961c6b2afedbc06bc680e0385e6a6e848ad86,[.travis.yml],Cleanup
C,trezor/trezor-mcu,https://github.com/trezor/trezor-mcu/commit/06a70556e036ce1356fd3693d7c4aff45617d10c,[.travis.yml],cleanup docker build and travis file
C,u-boot/u-boot,https://github.com/u-boot/u-boot/commit/bb9a76ea67fe9b85961b50d9f95b772d6859edaa,[.travis.yml],travis: build HTML docs  Several patches delivered incorrect restructured text as documentation. We should be able to discover this in Travis CI.  Provide a build step for 'make htmldocs'.  Add required package graphviz.  Signed-off-by: Heinrich Schuchardt <xypron.glpk@gmx.de> Reviewed-by: Bin Meng <bmeng.cn@gmail.com>
C,u-boot/u-boot,https://github.com/u-boot/u-boot/commit/3eb7b78b42373a260eb6d9996840da36a256f46e,[.gitlab-ci.yml],gitlab: build HTML documentation  Several patches delivered incorrect restructured text as documentation. We should be able to discover this in Gitlab CI.  Provide a build step for 'make htmldocs'.  Signed-off-by: Heinrich Schuchardt <xypron.glpk@gmx.de> Reviewed-by: Bin Meng <bmeng.cn@gmail.com>
C,u-boot/u-boot,https://github.com/u-boot/u-boot/commit/e7c05b1fda999e5676289386a956dc56df03eec2,[.travis.yml],travis: Split the building into two parts  Buildman is used in two ways:  - to build a selection of boards (with no testing) - to build a single board (and run pytest)  The gitlab and azure scrips do this in separate places  but travis does not. To aid the refactoring process and keep the following patches in sync across all three environments  split the code out in travis as well.  Use the buildman -w option for the single board. It is easier to understand since it specifies the output directory directly. Also it avoids needing to look at the internal .bm-work directory.  This initially creates some duplicate code  but by the end of the series we have two completely different build paths with different arguments.  Signed-off-by: Simon Glass <sjg@chromium.org> Reviewed-by: Tom Rini <trini@konsulko.com>
C,uTox/uTox,https://github.com/uTox/uTox/commit/0adedc904b2493dbc151ef1f4f0c649987f82385,[.travis.yml],Cmakey :: refactor cmakelist
C,unicorn-engine/unicorn,https://github.com/unicorn-engine/unicorn/commit/000302d257659f392496af2fefd9b4fcde3462d7,[.travis.yml],cleanup travis by removing universal builds (#702)  only used for universal glib
C,unicorn-engine/unicorn,https://github.com/unicorn-engine/unicorn/commit/a2db40e8cb9869ba876206fc3dc36f917ef39f36,[.appveyor.yml],cleanup .appveyor.yml
C,unicorn-engine/unicorn,https://github.com/unicorn-engine/unicorn/commit/083a1749eefbc4fc8d31601a1b8446a897fbe7be,[.appveyor.yml;.travis.yml],CI Cleanup (#1042)  * Improve homebrew  * remove msys cache  has ballooned out of control  now hurting build times  * re-add msys cache and clean unused pkgs  should prevent ballooning  * move cc
C,universal-ctags/ctags,https://github.com/universal-ctags/ctags/commit/78b1c2367b543366c6cc74b09fc467289a911380,[appveyor.yml],appveyor: Refactor the build environment  * Use MSYS2 to create zip packages and stop using VC for it. * Enable following libraries with MSYS2:   jansson  libxml2  libyaml. * Use static link on MSYS2 for portability. Now only ctag.exe is needed   for running. * Fix that VC binary was not tested (#1411). Enable test for VC x64. * Disable VC x86 build using mk_mvc.mak  because msbuild builds x86   binary.
C,urbit/urbit,https://github.com/urbit/urbit/commit/036a4fe0976483a92aecb464b66c0a895e7ff455,[.travis.yml],Minor cleanup.
C,urbit/urbit,https://github.com/urbit/urbit/commit/820eca0553f1eba948d7384e67cdd5cd51d33431,[.travis.yml],Cleanup
C,urbit/urbit,https://github.com/urbit/urbit/commit/2bdd861ebb92c699e61c1e4e7ea39039904c4472,[.travis.yml],Small cleanup.
C,varnishcache/varnish-cache,https://github.com/varnishcache/varnish-cache/commit/03a2791b38a8e32f7fa00631b21dad69ec7f903a,[.travis.yml],Try to speed things up and misc cleanup
C,varnishcache/varnish-cache,https://github.com/varnishcache/varnish-cache/commit/dc41867460688d66634d46931072eaf1b9443d28,[.travis.yml],Cleanup travis' osx job and bump image
C,varnishcache/varnish-cache,https://github.com/varnishcache/varnish-cache/commit/d5b71b20a4b2ee9ef4bd81ae55ecc01ecf300e4d,[.travis.yml],Cleanup travis' osx job and bump image
C,varnishcache/varnish-cache,https://github.com/varnishcache/varnish-cache/commit/f39c63936aeee8ced537ab9206d06e14b230fb6f,[.travis.yml],Try to speed things up and misc cleanup
C,varnishcache/varnish-cache,https://github.com/varnishcache/varnish-cache/commit/50c46f3864a0792bb1f6e3835b1b5cf06147fc71,[.travis.yml],Cleanup travis' osx job and bump image
C,willemt/raft,https://github.com/willemt/raft/commit/bef6e6fde4962c7533f7f4a10094173317756cde,[.travis.yml],Refactoring
C,wireshark/wireshark,https://github.com/wireshark/wireshark/commit/f37951a03523883a50b635ce5a4dd6c699fdbecf,[.gitlab-ci.yml],CI: Clean up the CentOS 8 build.
C,wlanjie/trinity,https://github.com/wlanjie/trinity/commit/fbe5494ed0d9bf6c200c3e7838d3c3708b67240f,[.travis.yml],ci: add skip_cleanup
C,xelerance/Openswan,https://github.com/xelerance/Openswan/commit/f325f3eb7cc1a466eb2218b08cea4055db8d4f7f,[.travis.yml],wo#8419 - refactor Travis test matrix  add validate-libpluto test  Changes to TravisCI config... - TravisCI 'matrix' uses "TEST_JOB" variable to designate jobs - TravisCI 'script' runs tests/utils/ shell scripts  There are three configured jobs... - build-and-check - runs make programs and make check - build-every-version - runs make programs on all commits since last tag - validate-libpluto - runs 'run-unit-tests.sh' in update pcap mode  to                       catch inconsistencies
C,xen-project/xen,https://github.com/xen-project/xen/commit/988ebbefc2a550ff8397f65b0a2dc18f4e72f474,[.gitlab-ci.yml],automation: refactor gitlab-ci.yaml  Use the "extends" keyword introduced in 11.3 to reduce repetition in jobs. More importantly  this helps us better organise the properties of jobs.  Signed-off-by: Wei Liu <wei.liu2@citrix.com> Acked-by: Doug Goldstein <cardoe@cardoe.com>
C,zeromq/zyre,https://github.com/zeromq/zyre/commit/c250599dd6db77746fc1b6c2793bd653d3dd1fae,[.travis.yml],Problem: .travis.yml contains a lot duplication  Solution: Cleanup the travis file
Cpp,4-20ma/ModbusMaster,https://github.com/4-20ma/ModbusMaster/commit/aa39b7d0d077779653251b37d84df6b6eaa22912,[.travis.yml],Clean up use of env vars
Cpp,4-20ma/ModbusMaster,https://github.com/4-20ma/ModbusMaster/commit/ccda3da07b51d189ff3725e4cbab5d794dd265ac,[.travis.yml],Refactor Arduino version to env var
Cpp,Alexays/Waybar,https://github.com/Alexays/Waybar/commit/03e43fb31db21e32964ea447023db49fae668b3a,[.travis.yml],refactor: remove wlroots dependency
Cpp,Andersbakken/rtags,https://github.com/Andersbakken/rtags/commit/5f83f66a9bce3254d618ee9f142cd1bda3a63b45,[.travis.yml],cleanup brew before cache.
Cpp,Andersbakken/rtags,https://github.com/Andersbakken/rtags/commit/a3a98726addeaee03982b8ee9376709e493e5dee,[.travis.yml],Some more travis.sh refactoring and performance improvements  OSx build is now faster than trusty build! Amazing!
Cpp,ArduPilot/ardupilot,https://github.com/ArduPilot/ardupilot/commit/95bdbd6d8a3bc3b9d738da154a8357ac7a638ecc,[.travis.yml],travis: clean up install step
Cpp,ArduPilot/ardupilot,https://github.com/ArduPilot/ardupilot/commit/bf8c0dff063f12aa1bc1d9c1d250b84955a514e0,[.travis.yml],travis: update and cleanup settings  Remove coverity settings since that's in its own branch Remove old CMake PPA (Trusty has a more recent version) Remove ccache from APT install since we build it from source Disable caching ccache DB between builds Don't run jobs on cron that won't do Make builds
Cpp,AshamaneProject/AshamaneCore,https://github.com/AshamaneProject/AshamaneCore/commit/8737867087b794c92ffcb82b54c56b57a8e4f10c,[.travis.yml],Travis/CI: Switch to sudoless container mode and cleanup installed libraries
Cpp,AshamaneProject/AshamaneCore,https://github.com/AshamaneProject/AshamaneCore/commit/77e38a1da34b2373ac0d8f23dc6a06abd937f86c,[.travis.yml],Travis/CI: Switch to sudoless container mode and cleanup installed libraries
Cpp,Bareflank/hypervisor,https://github.com/Bareflank/hypervisor/commit/42637a10a4e4ed7db92011aa681822473ed44133,[.travis.yml],Cleanup Coverity Scan Bug (#221)  Coverity scan is getting mad about our use of new / delete in our unit tests  even though we mimic the standard library (it's a false positive)  so this patch moves this code to a system header to prevent the scanner from see it. It also will provide a generic way to do this for other unit tests in the future.  [ISSUE]: https://github.com/Bareflank/hypervisor/issues/193  Signed-off-by: “Rian <“rianquinn@gmail.com”>
Cpp,Bareflank/hypervisor,https://github.com/Bareflank/hypervisor/commit/ffe799f24771a2a51635e24ee8881a76847a8bd0,[.travis.yml],Cleanup Doxygen (#285)  This patch cleans up a long standing issue with doxygen and OSX  and as a result  we can not start checking doxygen in our PR process  [ISSUE]: https://github.com/Bareflank/hypervisor/issues/280  Signed-off-by: “Rian <“rianquinn@gmail.com”>
Cpp,Bareflank/hypervisor,https://github.com/Bareflank/hypervisor/commit/356c8b1ceba1f433358df9abbc969771b43a7d4f,[.appveyor.yml;.travis.yml],Dev (#479)  * ELF loader cleanup / missing unit tests  Signed-off-by: Rian Quinn <“rianquinn@gmail.com”>  * bug fixes  Signed-off-by: Rian Quinn <“rianquinn@gmail.com”>
Cpp,BeamMW/beam,https://github.com/BeamMW/beam/commit/9f7df3d9dddfb24d0ed52509338830ee0a6c5b3f,[.travis.yml],refactoring of cmake file
Cpp,CLIUtils/CLI11,https://github.com/CLIUtils/CLI11/commit/82f604191ff36cc0a5397884e2165f7f5ac34441,[.travis.yml],Cleanup travis with ymllint
Cpp,CMU-Perceptual-Computing-Lab/caffe_rtpose,https://github.com/CMU-Perceptual-Computing-Lab/caffe_rtpose/commit/f923a242733733a159be2d46e1e94e77419b763e,[.travis.yml],.travis.yml and .gitignore: various minor cleanup
Cpp,ChaiScript/ChaiScript,https://github.com/ChaiScript/ChaiScript/commit/e608d14a4f3f127fb7ff8c707fdf9f91117d9c05,[.travis.yml],Attempt again to clean up coverage reporting
Cpp,ChaiScript/ChaiScript,https://github.com/ChaiScript/ChaiScript/commit/aa60cffe852b02823f128b87368920aa8e8c8490,[.travis.yml],Add g++5.1 cleanup coverity use
Cpp,ChaiScript/ChaiScript,https://github.com/ChaiScript/ChaiScript/commit/ee672f5132c2404731a7045103375242ed00ec1b,[.travis.yml],Further travis / coverity cleanups
Cpp,ChaiScript/ChaiScript,https://github.com/ChaiScript/ChaiScript/commit/d2f855e3f9ac119b94206f11063f23a5254a3a79,[.travis.yml],Cleanup g++-5 support for travis
Cpp,ChaiScript/ChaiScript,https://github.com/ChaiScript/ChaiScript/commit/3701477f7f78ad77aa6d93fa358cf6df161bdc5b,[.travis.yml],More cleanups to travis configuration
Cpp,ChaiScript/ChaiScript,https://github.com/ChaiScript/ChaiScript/commit/89f373d21c3c09c97db9a8341f3c32a724043421,[.travis.yml],Clean up ENV and addons
Cpp,CleverRaven/Cataclysm-DDA,https://github.com/CleverRaven/Cataclysm-DDA/commit/b4590218e8d7c0c5845777480118ce51aff9991c,[.travis.yml],Clean up all clang package requirements in travis-ci
Cpp,CloudCompare/CloudCompare,https://github.com/CloudCompare/CloudCompare/commit/106066abfa479d5cdc71fea89ff7e50fa7703782,[.travis.yml],{travis} vxl lib no longer required & reorder/cleanup cmake options
Cpp,CoatiSoftware/Sourcetrail,https://github.com/CoatiSoftware/Sourcetrail/commit/df7cdd2e7c0320e5fab3c97dc950d9b6ae35349b,[.gitlab-ci.yml],build: gitlabci - job for licensegen and cleanup  * using template in yaml * job for keygen added
Cpp,Cockatrice/Cockatrice,https://github.com/Cockatrice/Cockatrice/commit/1565309146916323a9d7f36acdd07829d07e2f1f,[.travis.yml],enable caching for ci (#2799)  * enable cache  * caching on mac  * fix ci caching on mac  * fix  * add mac cache  * added homebrew cache and pretty print yaml (+ structural ordering)  * cleanup  * fix ccache on mac  * testing workaround  https://github.com/travis-ci/travis-ci/issues/7456#issuecomment-296505058  * try xcode7.3 instead of workaround  * cache timout value  more time for cache to upload
Cpp,Cockatrice/Cockatrice,https://github.com/Cockatrice/Cockatrice/commit/a766aa7d8a885a4cf572d3ebbc2e9e176583f8ff,[.appveyor.yml],appveyor: reduce version string to basic info (#3324)  ## Short roundup of the initial problem It was mostly out of date because we have to manually update it with our current version number. The use of that is suspect anyway  since it only displays in the appveyor build overview. It also had a redundant info about the branch.  ## What will change with this Pull Request? - remove hard coded version number - remove branch - cleanup build trigger from [#3300](https://github.com/Cockatrice/Cockatrice/pull/3300/files#diff-11c909939117928998b102a1fff7d363) - more readable style  ## Screenshots I did some tests  so don't be confused about the different styles displayed in the history: <!-- simply drag & drop image files directly into this description! --> ![version](https://user-images.githubusercontent.com/9874850/42664150-876175ac-8639-11e8-9df5-3fdd775440ed.png)
Cpp,Cockatrice/Cockatrice,https://github.com/Cockatrice/Cockatrice/commit/135c02ea4133073128aa6740da243e8558a4b28c,[.appveyor.yml;.travis.yml],travis: more cleanup (#3336)  * add links to build image update history  * remove cmake from apt  * remove bc from apt  * remove clang-format from apt  * test clang-format  * Revert "test clang-format"  This reverts commit b2f12da4276095bbd7442d171c81479a3939e312.  * remove protobuf from apt  * Revert "remove protobuf from apt"  This reverts commit 9162c8800c10b958e132aa0d68322fd03942660f.  * remove qt from apt  * test with versions which differ from what xenial provides  * Revert "test with versions which differ from what xenial provides"  This reverts commit 6192e581696d5493920dd08d4c142b1ba53cf5b0.  * Revert "remove qt from apt"  This reverts commit 0d9aff1c4c9bb19dd9da0b41769f4fad197046cc.  * conditions v1 are the default now  https://blog.travis-ci.com/2018-07-18-build-stages-officially-released  * add new job names  https://docs.travis-ci.com/user/customizing-the-build/?utm_source=blog&utm_medium=web&utm_campaign=build_stages_ga#Naming-Jobs-within-Matrices  * disable mail  * clang-format version  * remove clang source  * cmake version  * macOS: remove clang-format  formatting only checked on linux build  * add compiler info  * cmake version2  * remove fast_finish  only useful if allowed failures are configured in the matrix: https://docs.travis-ci.com/user/customizing-the-build/#fast-finishing
Cpp,Cockatrice/Cockatrice,https://github.com/Cockatrice/Cockatrice/commit/57f15a9e984674777e7848fa09d101511428380f,[.travis.yml],fix building packages on travis-docker (#3441)  * add docker compilation to travis  add new matrix entry in .travis.yml for compiling on 18.04 add Dockerfile in .ci to build ubuntu 18.04 inside docker remove release entry for uvuntu 16.04 to not conflict refactor .travis.yml refactor travis-comile.sh merge travis-dependencies.sh into the travis.yml remove travis-dependencies.sh  * enable debugging on travis-compile.sh  * set ubuntu16 buildtype to "Debug"  set buildtype Debug for as requirement for "test" add --debug and --release flags to travis-compile.sh  * make output prettier  edit the format warning message and clangify.sh output  * fix clangify.sh  fix --cf-version flag fix directory argument parsing add directory parsing details to --help add examples to --help  * test making packages  move dockerfile for bionic to make room for possibly other files add missing file dependency set macos brew to use protobuf --without-python@2  * remove test  * rm old Dockerfile
Cpp,Cockatrice/Cockatrice,https://github.com/Cockatrice/Cockatrice/commit/ca618c6cc1df4c6ea915301f505d0273d64b4b63,[.travis.yml],Travis: skip cleanup before deploy (#3919)
Cpp,ComputationalRadiationPhysics/picongpu,https://github.com/ComputationalRadiationPhysics/picongpu/commit/74d8df84ce2b8d2f745623d18172c34bd243c969,[.gitlab-ci.yml;.travis.yml],CI: perform branch check in HZDR CI  - remove travis tests - activate branch test within the HZDR CI - restructure pull request validations   - rename `test-rebase-to-mainline` into `pull-request-validation`   - install software with `apt` only if previous tests passed
Cpp,CppMicroServices/CppMicroServices,https://github.com/CppMicroServices/CppMicroServices/commit/2f6c988f5df2f20f282c22724ee328a9cf26cc91,[appveyor.yml],Clean up appveyor.xml (#459)
Cpp,Cxbx-Reloaded/Cxbx-Reloaded,https://github.com/Cxbx-Reloaded/Cxbx-Reloaded/commit/fe496669c7a85641f401ae9265c217f8bd36a340,[appveyor.yml],Debugger artifact cleanup
Cpp,Cxbx-Reloaded/Cxbx-Reloaded,https://github.com/Cxbx-Reloaded/Cxbx-Reloaded/commit/f9d53eec744af4c847ade3f910c0506a454038f5,[.travis.yml],[Travis] Cleanup  Remove git-depth 1 and submodules.  Submodules are fetched by default  and git-depth 1 has caused problems with AppVeyor in the past. Remove unneeded addition to PATH  braces  and commented stuff. Releases shouldn't be done with Travis since it uses VS2017.
Cpp,DiligentGraphics/DiligentEngine,https://github.com/DiligentGraphics/DiligentEngine/commit/2c96ecb9718d42f0a4a37b2059f8af4a4e241915,[.travis.yml;appveyor.yml],Updated tools and samples (refactored PNG and JPEG image loading)
Cpp,Dobiasd/frugally-deep,https://github.com/Dobiasd/frugally-deep/commit/4afc65f161c4e2387f8bccc75639ec16cf075961,[.travis.yml],refactoring generate_input_data  travis python syntax
Cpp,Dobiasd/frugally-deep,https://github.com/Dobiasd/frugally-deep/commit/2d9a4841abdd0251062325a1d95ed7e04b79b3d9,[.travis.yml],clean up doctest installation
Cpp,Dobiasd/frugally-deep,https://github.com/Dobiasd/frugally-deep/commit/3c2e20df794220524b6dbe25187e46bd8ac6b296,[.travis.yml],clean up travis script
Cpp,DragonBones/DragonBonesCPP,https://github.com/DragonBones/DragonBonesCPP/commit/c474fcd6dde7b04ffb0c458cad34f1354b5407d3,[.travis.yml],travis ci refactoring
Cpp,EOSIO/eos,https://github.com/EOSIO/eos/commit/0d9a340f871c7fdfb168e59553d3d3f38f6fbfed,[.travis.yml],Cleanup of travis build #172
Cpp,EOSIO/eos,https://github.com/EOSIO/eos/commit/58dc6cc55311e14b7cd2dcf9c9f8f89db2d6d56b,[.travis.yml],Refactored YAML
Cpp,EOSIO/eos,https://github.com/EOSIO/eos/commit/06137378586c6b63baf0cf4febeed875706422fb,[.travis.yml],quick travis script cleanup
Cpp,EOSIO/eos,https://github.com/EOSIO/eos/commit/da178de4ed7967eaa6a650ec12a2338bf15d6f69,[.travis.yml],quick travis script cleanup
Cpp,EOSIO/eos,https://github.com/EOSIO/eos/commit/e5a89b873c29e3e87ac616fd95502d869b9c9de3,[.travis.yml],quick travis script cleanup
Cpp,FirebaseExtended/firebase-arduino,https://github.com/FirebaseExtended/firebase-arduino/commit/4d9a4d33bc2f6c5c107bd28d04e3384d97f3f36a,[.travis.yml],travis: clean up
Cpp,FortySevenEffects/arduino_midi_library,https://github.com/FortySevenEffects/arduino_midi_library/commit/fdb68ab7850ce33caec399d369b2417656dcab73,[.travis.yml],Faster builds until complete Travis process refactoring.
Cpp,FreeCAD/FreeCAD,https://github.com/FreeCAD/FreeCAD/commit/e982084e3fdd92a35c20f416bfad9bd438bf9b0c,[.travis.yml],Refactored brew installs to match 0.17 ports-cache
Cpp,FreeCAD/FreeCAD,https://github.com/FreeCAD/FreeCAD/commit/ceb75f0afdd6b21c3885789aee56404d900218b9,[.travis.yml],macOS builds on Travis Optimizations/Cleanup in advance of 10/31 Travis infrastructure changes    - Leverage FreeCAD/freecad.rb formula --with-packing-utils option    - Set -DFREECAD_USE_EXTERNAL_PIVY=ON    - Minimize brew update to reduce build time    - Eject 3DxWare image after install for appdmg packaging compatability    - Removed libgdal work-around (no longer needed)    - Set the GitHub upload asset retention to 1 for sgrogan ;)
Cpp,GoldenCheetah/GoldenCheetah,https://github.com/GoldenCheetah/GoldenCheetah/commit/5e54c994b7c60b29d1708992d3469658b671ed9c,[appveyor.yml],AppVeyor - Build Windows 64bit installer and add to Artifacts Installer script cleanup to remove unused dependencies
Cpp,IntelRealSense/librealsense,https://github.com/IntelRealSense/librealsense/commit/f3755fcad3eeff8c76c4febad27657bdce6a7f43,[.travis.yml],cleanup travis script
Cpp,LisaAnne/lisa-caffe-public,https://github.com/LisaAnne/lisa-caffe-public/commit/f923a242733733a159be2d46e1e94e77419b763e,[.travis.yml],.travis.yml and .gitignore: various minor cleanup
