ID,RepoName,CommitId,Redable,CommitMessage
1025,pbek/QOwnNotes,9c888598fef135f7bcca932ba2fd92d2cc98db62,0, 
1052,pybind/pybind11,086d53e8c66a84d0ec723d5435918c76edd878e8,1,Clean up eigen download code (and bump to 3.3.4)  This changes the travis-ci eigen download code to extract the tar on the fly (rather than saving to a file first)  and extracts into an `eigen` directory rather than using upstream's `eigen-eigen-xxxxx` directory.  This also bumps the travis-ci eigen release to 3.3.4  in an attempt to see if it fixed the -Wdeprecated warnings (it did not); the build setup cleanup seems worth committing anyway.
1053,pybind/pybind11,ba33b2fc798418c8c9dfe801c5b9023d3703f417,0, 
1062,qgis/QGIS,1a606358c059240e8b37c752895f873c96a3d34e,1,Fix failing atlas composition tests  These failing tests are actually revealing an issue with the atlas map API  which can't be fixed without a break.  This API will be replaced for QGIS3.0 or the layout refactor work.
1063,qgis/QGIS,25652e4228d2a8d8205f5e0d1be7e40a7cdc7f13,0, 
1084,recastnavigation/recastnavigation,c2d7463a387a31884e6fad3a8275c90d17baf20e,1,Add Clang to Travis and treat warnings as errors  The GCC version used by Travis is old and appears not to support all the warnings we would like to get  so reenable Clang. Additionally make lots of cleanups to Travis config and make the build a lot faster too.  Also change both Travis and AppVeyor builds to treat warnings as errors  and include VS2017 in the matrix for AppVeyor. I have also removed VS2010 because it is ancient at this point.  Updated Premake to alpha12 and fixed the premake build file appropriately.
1085,recastnavigation/recastnavigation,c4ad0b2eb417fe9bdd24b20e40fd1bea655e6df3,0, 
1108,simbody/simbody,ed2dd360d8329fed8d5d0d27a02bc68b6493bc6a,1,Update travis and fix Clang with C++11. Fixes #163.  1. Use Travis env tag to build with and without C++11. 2. General clean up. Move some commands into before_install. 3. Remove installation of liblas-dev  which is some LIDAR package (oops). 4. Clang and C++11 uses libc++ now. Added some CMake logic to ensure that  with Clang and C++11  libc++ exists.
1109,simbody/simbody,a834ea26c59bb8bfd5b672034ce32bfe2069d321,0, 
1124,swig/swig,065c06159ee51e5babce59b542b75c2467449eef,1,Travis fix for pip install pep8  Fix for recent Travis image cleanup. Issue https://github.com/travis-ci/travis-ci/issues/8378
1125,swig/swig,6077b808f737c1d05df158e31ce50f9189bf9506,0, 
1140,taichi-dev/taichi,92ea6146827d451e609c5e3072a56184c3e4fb7b,1,[Refactor] 'ti.Matrix(n  m  dt  shape)' is deprecated  use 'ti.Matrix.var(n  m  dt  shape)' instead (#1531)  * [Refactor] 'ti.Matrix(n  m  dt  shape)' is deprecated  use 'ti.Matrix.var(n  m  dt  shape)' instead  * [skip ci] enforce code format  * Apply suggestions from code review  Co-authored-by: Chengchen(Rex) Wang <14366016+rexwangcc@users.noreply.github.com>  * Apply @k-ye 2b plan  * [skip ci] enforce code format  * [skip appveyor] Fix the stupid Travis CI  Co-authored-by: Taichi Gardener <taichigardener@gmail.com> Co-authored-by: Chengchen(Rex) Wang <14366016+rexwangcc@users.noreply.github.com>
1141,taichi-dev/taichi,341566979eee399711b598cee2a7cb34600a6de2,0, 
1170,tfussell/xlnt,c45d1e63e7560d6e93cd37edb3af78aa7544ef43,1,try to clean up coverage and fix coveralls->github link
1171,tfussell/xlnt,40ba1012b3487e2799af75d3a7682d5f2519dff4,0, 
1190,urho3d/Urho3D,f58d8563e8c4ea7c46bdd54ba56e24780893c390,1,For Travis CI - misc. minor refactoring and bug fixes. - Add Android API level environment variable. - Prevent unnecessary enabling of CMake testing configuration when the build test cannot be performed for specific target platform. - Fix missing 'abort' command on a number of error handling branches.
1191,urho3d/Urho3D,e5ec24ca64ced62baffa44d6dbf334470ab9b02c,0, 
1204,urho3d/Urho3D,7b87d9589f96b2ab40ef878fddcd015e058d8601,1,For CI - clean up rake tasks  fix site update automation.
1205,urho3d/Urho3D,9e3f812c93e0763ba125c6e20942a03c19391ba8,0, 
1236,wesnoth/wesnoth,faeab22934c136be6820a646ee1fed73c4cf5132,1,travis: refactor script  try to fix utf8 check program
1237,wesnoth/wesnoth,4cd2f6b88bf99f80cc9d78663c130f4f6463e189,0, 
1288,fluentmigrator/fluentmigrator,ad45cc9cc682cecc6422fe2bb411c76921f2208e,1,No cleanup and hopefully fixed conditons
1289,fluentmigrator/fluentmigrator,8d5f59e5d7cde1c31d5d76ea221dd3fc46c3f0f1,0, 
1342,DSpace/DSpace,4aa71ca221b1d8eed23828f202918c0bc144ab22,1,Fix Coveralls coverage reports. Cleanup and reorg of travis.yml to support
1343,DSpace/DSpace,84e0164312addd7651267f93799feb67d321e951,0, 
1400,apache/pulsar,cdfc0c73dace172e736402218345a57a3c740e9f,1,Skip travis local cleanup before uploading releases to github. Fix for #340 (#381)
1401,apache/pulsar,763836a71d42a175ce8966b168d625e4a3e864f2,0, 
1402,apache/pulsar,e77fa5b1182a065faedd45677bfe63ef8b5e2a0c,1,Skip travis local cleanup before uploading releases to github. Fix for #340 (#381)
1403,apache/pulsar,09b6bb0c2e39e1418b4422c138bd0865cf8950bc,0, 
1406,apache/storm,bb266fb5f843a2791d9227df71563a958eafc256,1,Added STORM-1189 to Changelog  Adding setting to travis.  Add caching to speed up build.  Kicking Travis  Testing travis matrix.  Testing  Testing  Testing  Testing  Testing  Testing  Testing  Testing  Fixing .travis.yml  Cleanup  Testing split-up travis.  Fixing newline in travis.yml  Switching up the modules.  Switching up the modules.  Switching up the modules.  Revert whitespace.
1407,apache/storm,57a3b89eed2cf62a6d54890e1d094023f1fb3f3b,0, 
1408,apache/zeppelin,ff1a0c032d42f7978228c9f00d669c83c6275e30,1,Get travis to retry download of Spark release  ### What is this PR for? Refactor download and use travis' builtin mechanism to retry on failure - hopefully it will then hit a different apache mirror; this should mitigate the intermitted download failures that result in test failures  ### What type of PR is it? Improvement  ### Todos * [x] - Separate download script * [x] - Travis to retry download step * [x] - Add timeout to kill download if not complete in 5 min (need to tune this) * [x] - Add timer to log how long download takes  ### Is there a relevant Jira issue? N/A  ### How should this be tested? Travis  ### Screenshots (if appropriate) N/A  ### Questions: * Does the licenses files need update? No * Is there breaking changes for older versions? No * Does this needs documentation? No  Author: Felix Cheung <felixcheung_m@hotmail.com>  Closes #727 from felixcheung/retrydownload and squashes the following commits:  5bfebea [Felix Cheung] up timeout duration 653c5bf [Felix Cheung] fix start spark script 44ac10f [Felix Cheung] change permission 1e9e642 [Felix Cheung] fix version check e9b2272 [Felix Cheung] change timeout value baf73a3 [Felix Cheung] separate download  travis to retry download
1409,apache/zeppelin,98cb8e8c116c79a880708743cfa1766885914b56,0, 
1410,apache/zeppelin,aa5068f5e44300a8a9da188302846be520ed3e42,1,[MINOR] Make scala version definition consistent in Travis.CI configuration  ### What is this PR for? Minor cleanup to make scala version definition consistent in the Travis.CI configuration  ### What type of PR is it? [Bug Fix]  Author: Luciano Resende <lresende@apache.org>  Closes #1220 from lresende/travis and squashes the following commits:  91c1fc0 [Luciano Resende] [MINOR] Make scala version profiles consistent  (cherry picked from commit 2696930ed381eb522fa92ae8b09d28e4d4889d40) Signed-off-by: Mina Lee <minalee@apache.org>
1411,apache/zeppelin,d5d05dcfa174d236e7ac36b6d01a855715d50192,0, 
1412,apache/zeppelin,2696930ed381eb522fa92ae8b09d28e4d4889d40,1,[MINOR] Make scala version definition consistent in Travis.CI configuration  ### What is this PR for? Minor cleanup to make scala version definition consistent in the Travis.CI configuration  ### What type of PR is it? [Bug Fix]  Author: Luciano Resende <lresende@apache.org>  Closes #1220 from lresende/travis and squashes the following commits:  91c1fc0 [Luciano Resende] [MINOR] Make scala version profiles consistent
1413,apache/zeppelin,40cfc5a408de49214ab77d31273afde7188a4cea,0, 
1418,apache/zeppelin,fca7d40019cb11137a124e3bf7075c93cc9568d9,1,ZEPPELIN-3325: R interpreter build bugfix  ### What is this PR for? Failing to build R interpreter (-Pr) after Spark refactoring  ### What type of PR is it? Bug Fix  ### What is the Jira issue? * https://issues.apache.org/jira/browse/ZEPPELIN-3325  ### How should this be tested? * mvn clean package \   --batch-mode package \   -Phelium-dev \   -Pscala-2.11 \   -Dscala.version=2.11.8 \   -Dscala.binary.version=2.11 \   -Pbuild-distr \   -Pspark-2.1 \   -Dspark.version=2.1.1 \   -Pr \   -Phadoop-2.7 \   -Dhadoop.version=2.7.3 \   -Dmaven.findbugs.enable=false \   -Drat.skip=true \   -Dcheckstyle.skip=true \   -DskipTests  ### Questions: * Does the licenses files need update? N * Is there breaking changes for older versions? N * Does this needs documentation? N  Author: Nelson Costa <nelson.costa85@gmail.com>  Closes #2864 from necosta/ZEPPELIN-3325 and squashes the following commits:  7149c33 [Nelson Costa] Enable tests a033a9d [Nelson Costa] Final adjustments 4c6d972 [Nelson Costa] ZEPPELIN-3325 R interpreter build bugfix
1419,apache/zeppelin,2acb62e518555ae856b22beba87731a0812f840e,0, 
1422,apache/zeppelin,b94d144cee344ce689171006f7046bf6f952c6fc,1,ZEPPELIN-3717. Bring back r profile  ### What is this PR for? This PR just bring back r profile to make travis pass  ### What type of PR is it? [Hot Fix | Refactoring]  ### Todos * [ ] - Task  ### What is the Jira issue? * https://issues.apache.org/jira/browse/ZEPPELIN-3717  ### How should this be tested? * CI pass  ### Screenshots (if appropriate)  ### Questions: * Does the licenses files need update? No * Is there breaking changes for older versions? No * Does this needs documentation? No  Author: Jeff Zhang <zjffdu@apache.org>  Closes #3142 from zjffdu/ZEPPELIN-3717 and squashes the following commits:  f0a422cf1 [Jeff Zhang] ZEPPELIN-3717. Bring back r profile
1423,apache/zeppelin,839db5ec58fd5d852706e10f7a05bb756c8e75b9,0, 
1424,apache/zeppelin,5cdb51bf7899c4d5de5cf84c0048d252741abe2f,1,[ZEPPELIN-4864] Cleanup Travis-CI config  ### What is this PR for?  Existing Travis-CI config contained references to previous distributions  etc. This PR fixes this. It also fixes a problem with Livy interpreter  where tests were failing because R wasn't enabled for them  ### What type of PR is it? Bug Fix / Improvement  ### What is the Jira issue? * https://issues.apache.org/jira/browse/ZEPPELIN-4864  ### How should this be tested? * https://travis-ci.org/github/alexott/zeppelin/builds/696385230  Author: Alex Ott <alexott@apache.org>  Closes #3793 from alexott/ZEPPELIN-4864 and squashes the following commits:  3fccb1465 [Alex Ott] [ZEPPELIN-4864] enable R for Livy tests 91a30a303 [Alex Ott] [ZEPPELIN-4864] improve debugability of Livy integration test 82233446e [Alex Ott] [ZEPPELIN-4864] Cleanup Travis-CI config
1425,apache/zeppelin,c1d6297bee690f2c0472a063d22a6c18fc0a9de5,0, 
1426,apache/zeppelin,9002bc1b2fd9eaa58bba03e17792fb48030d2683,1,[ZEPPELIN-4864] Cleanup Travis-CI config  ### What is this PR for?  Existing Travis-CI config contained references to previous distributions  etc. This PR fixes this. It also fixes a problem with Livy interpreter  where tests were failing because R wasn't enabled for them  ### What type of PR is it? Bug Fix / Improvement  ### What is the Jira issue? * https://issues.apache.org/jira/browse/ZEPPELIN-4864  ### How should this be tested? * https://travis-ci.org/github/alexott/zeppelin/builds/696385230  Author: Alex Ott <alexott@apache.org>  Closes #3793 from alexott/ZEPPELIN-4864 and squashes the following commits:  3fccb1465 [Alex Ott] [ZEPPELIN-4864] enable R for Livy tests 91a30a303 [Alex Ott] [ZEPPELIN-4864] improve debugability of Livy integration test 82233446e [Alex Ott] [ZEPPELIN-4864] Cleanup Travis-CI config  (cherry picked from commit 5cdb51bf7899c4d5de5cf84c0048d252741abe2f) Signed-off-by: Alex Ott <alexott@apache.org>
1427,apache/zeppelin,50a6fe1e20e07a7f757128c0883bb74cb4bb6148,0, 
1480,apereo/cas,6e534ca39cca485c52b41df12cece27f48ffef45,1,Updated: code cleanup and styling; fixes test cases
1481,apereo/cas,2d7803074a33a54607267424dde2b2f2c6aaa507,0, 
1482,apereo/cas,394ded180dc02ca82c42342c95e392d31d02eda5,1,Updated: cleanup  depencencies and styling fixes; adjusted test cases
1483,apereo/cas,0701abd2a03c9fc41e44575785e61b54d321029f,0, 
1492,broadinstitute/gatk,452d17dc0828c22aff72062a4cb5e1e3a0f9ad93,1,needed for Jenkins (#935)  * new  * Dockerfile made main Dockerfile  * changed for new dockerfile  * typo  * TRAVIS BRANCH blank  * fix travis branch  * travis syntax  * fixes based on comments  * Debugging  * debugging in travis -- some regression happened  * fix for new Dockerfile  * cleanup  * cleanup  * more fixing  * more fixing
1493,broadinstitute/gatk,e785f946640a938f846354698dbcacafd52d4daa,0, 
1516,fossasia/susi_server,83c26fc328d54972f09a4ad8fbd0115dc174e158,1,Fixes #638 : Refactored `.travis.yml` in a similar fashion (#639)  * Refactored `.travis.yml` in a similar fashion  * Documented each section * Ordered throughout the code base * Took reference : ***https://docs.travis-ci.com/user/reference/overview/***  * Reverted the space
1517,fossasia/susi_server,7cdd16211ccb2c672286a95bfe558ef55fda6f53,0, 
1534,jbake-org/jbake,6522cad727af6e4e1af74491b0a4c73e52278806,1,add coveralls job to the quality check stage  - drop oraclejdk 8 - configure test logging - cleanup travis config - fix coveralls job with workaround   see https://github.com/kt3k/coveralls-gradle-plugin/issues/85
1535,jbake-org/jbake,800bbb810e4f4aa61ba668687fa18a8f1801c103,0, 
1538,jeremylong/DependencyCheck,2acb356745810fb84f592407c68f0166858e604d,1,fix paths changed in recent refactoring
1539,jeremylong/DependencyCheck,26fef301e93b36c831bb2c679852aa40cc12b352,0, 
1556,mockito/mockito,db8a3f3ff2e4b448dff366f9f6bd1947c6ff02dd,1,"Enabled releasing from Travis  Release process is so hard to work with and test. I'll fix this.  Here's the log from './gradlew release -PdryRun':  Dry-running the release! Although 'bintrayUpload' is executed  it won't upload any binaries ('bintrayUpload.dryRun' property is set). :release Dry-running the release Performing 9 release steps Step 1: ensure good chunk of recent commits is pulled for release notes automation --- Executing: git pull --depth 1000 origin issue-681 From github.com:mockito/mockito  * branch            issue-681  -> FETCH_HEAD Already up-to-date. --- Completed! Step 2: configure generic git user Step 3: commit updated javadoc into gh-pages branch --- Executing: git fetch origin +gh-pages:gh-pages From github.com:mockito/mockito  + db331f2...99af480 gh-pages   -> gh-pages  (forced update) --- Completed! --- Executing: git checkout gh-pages Checking out files: 100% (126836/126836)  done.ing out files:   4% (5074/126836) Switched to branch 'gh-pages' --- Completed! --- Executing: git rm -r docs/current -q --- Completed! --- Executing: git add docs --- Completed! --- Executing: git commit -m ""Refresh javadoc by Travis CI build null"" -q --- Completed! Step 4: start operating on issue-681 --- Executing: git checkout issue-681 Checking out files: 100% (127210/127210)  done.king out files:  12% (15266/127210) Switched to branch 'issue-681' --- Completed! Step 5: update release notes Building new release notes based on /Users/sfaber/mockito/src/doc/release-notes/official.md Building notes for revisions: v2.1.0 -> HEAD Successfully updated release notes! Step 6: commit release notes --- Executing: git add /Users/sfaber/mockito/src/doc/release-notes/official.md --- Completed! --- Executing: git commit -m ""Update release notes by Travis CI build null"" /Users/sfaber/mockito/src/doc/release-notes/official.md [issue-681 3794199] ""Update release notes by Travis CI build null""  1 file changed  18 insertions(+) --- Completed! Step 7: create new version tag --- Executing: git tag -a v2.2.0 -m Create tag v2.2.0 by Travis CI build null --- Completed! Step 8: commit incremented version on issue-681 --- Executing: git commit -m Increment version '2.2.0' -> '2.2.1' by Travis CI build null version.properties [issue-681 7c82a60] Increment version '2.2.0' -> '2.2.1' by Travis CI build null  1 file changed  1 insertion(+)  1 deletion(-) --- Completed! Step 9: push changes to all involved branches --- Executing: git push <masked> issue-681 gh-pages v2.2.0 -q --dry-run --- Completed! No cleanup found for step 'push changes to all involved branches' No cleanup found for step 'commit incremented version on issue-681' No cleanup found for step 'create new version tag' No cleanup found for step 'commit release notes' No cleanup found for step 'update release notes' No cleanup found for step 'start operating on issue-681' No cleanup found for step 'commit updated javadoc into gh-pages branch' Cleaning up after step 'configure generic git user' No cleanup found for step 'ensure good chunk of recent commits is pulled for release notes automation' :rollbackRelease Release failed. Rolling back 9 release steps. Attempting to roll back step 9 (push changes to all involved branches) No rollback or cleanup operation found for step 'push changes to all involved branches' Attempting to roll back step 8 (commit incremented version on issue-681) --- Executing: git reset --hard HEAD^ HEAD is now at 3794199 ""Update release notes by Travis CI build null"" --- Completed! Attempting to roll back step 7 (create new version tag) --- Executing: git tag -d v2.2.0 Deleted tag 'v2.2.0' (was 37c7a19) --- Completed! Attempting to roll back step 6 (commit release notes) --- Executing: git reset --hard HEAD^ HEAD is now at ac9cffa Fixed release step --- Completed! Attempting to roll back step 5 (update release notes) No rollback or cleanup operation found for step 'update release notes' Attempting to roll back step 4 (start operating on issue-681) No rollback or cleanup operation found for step 'start operating on issue-681' Attempting to roll back step 3 (commit updated javadoc into gh-pages branch) No rollback or cleanup operation found for step 'commit updated javadoc into gh-pages branch' Attempting to roll back step 2 (configure generic git user) Attempting to roll back step 1 (ensure good chunk of recent commits is pulled for release notes automation) No rollback or cleanup operation found for step 'ensure good chunk of recent commits is pulled for release notes automation'  BUILD SUCCESSFUL"
1557,mockito/mockito,ac9cffadc25235384b08cfc7b71525b299372a80,0, 
1664,Hygieia/Hygieia,e02af1dbc441e3d53cdb6553303873f7a9697115,1,Fix for ldap search user for remote dashboard creation. (#1560)  * Update readme for encryption section.  * Change load order of AWSCredentialsProviderChain.  * Active directory support and administer dashboard owners.  * Active directory support and administer dashboard owners.  * Secure APIs Basic Auth.  * Secure APIs Basic Auth.  * Secure APIs Basic Auth.  * Secure APIs Basic Auth.  * Secure APIs Basic Auth.  * Fix for api losing connectivity with mongo.  * Fix AuthType stacktrace.  * Cleanup files and fix token auth type.  * Fix for github pulls  issues and commits.  * Fix for github pulls  issues and commits.  * Fix for null authType.  * Add functionality to validate user for remote dashboard creation api.  * Add functionality to validate user for remote dashboard creation api.  * Fix for ldap search user for remote dashboard creation.  * Fix for ldap search user for remote dashboard creation.  * Fix for ldap search user for remote dashboard creation.  * Fix for ldap search user for remote dashboard creation.  * Fix for ldap search user for remote dashboard creation.
1665,Hygieia/Hygieia,4c5349f321aae1cd56070d7e6e8919c6218fbd0d,0, 
1676,LimeSurvey/LimeSurvey,607b55915ee2cef8fd213760cf7d9ee3f64d4319,1,DEV: restructure tests: remove duplicate travis folder - fix
1677,LimeSurvey/LimeSurvey,8781c92cbe54e7e4c319f30d81e987047a65c77b,0, 
1692,NodeBB/NodeBB,f65922297d5d8f9a146c4ebdf6d11c5d6d61ab40,1,fix abysmal postgresql performance in getSortedSetsMembers (#8030)  * refactor postgres upgrade function to use async  * add function wrapper for getting the elements of a sorted set to avoid postgres planning the query with a nested sequential scan  * fix fatal(?!) lint errors  * add missing await  * bump PostgreSQL version on Travis CI to one that isn't over 3 years out of date
1693,NodeBB/NodeBB,b47f1769e4d867be9448dd8c2f6dacf5459744de,0, 
1728,alibaba/rax,5019725f2b641154662303cafda4bffba71f11d2,1,fix: publish before bench (#1802)  * fix: publish before bench  * refactor: change job order
1729,alibaba/rax,8ef045151ffc4366f2833dd4d75bba100a0c43bb,0, 
1746,benmosher/eslint-plugin-import,1e3f842ab94d52a20cbab7d12281f9b6b64fe296,1,clean up CI (#956)  - fix Windows coverage by upgrading Coveralls (hopefully) - reduce number of Travis OSX builds for speed + courtesy
1747,benmosher/eslint-plugin-import,275f1ebc7bb46f88e7f4bb82664ffa335ff16e5e,0, 
1748,benmosher/eslint-plugin-import,753c9dbf04cca2729bf693d99106b68c81119d41,1,[refactor] fix eslint 6 compat by fixing imports
1749,benmosher/eslint-plugin-import,2f85fbea4c4eb498f8fcd7c797690cac0ba725b8,0, 
1804,emberjs/data,7f6423270eb9b3df82523f2feb5ce0fd65f7bb52,1,[BUGFIX] properly cleanup builds post-test to avoid publishing test artifacts
1805,emberjs/data,612ef6d2f79cbcd425ac6a737ca11de58e24d92d,0, 
1848,karma-runner/karma,518d001b996951fa5bcc2833f1beac84cfbcfff4,1,chore(ci): cleanup Travis config (#3481)  - Fix warnings reported by Travis (https://travis-ci.org/github/karma-runner/karma/builds/677410665/config). - Remove installation of g++-4.8 as it is no longer needed. - Remove SAUCE_USERNAME variable as it is configured in the Travis UI now. - Remove fast_finish as it only makes sense when some jobs are allowed to fail (https://docs.travis-ci.com/user/build-matrix/#fast-finishing). Which is not the case.
1849,karma-runner/karma,fc9ea9a55b4f73db0c2204dba27f3c9335b4c803,0, 
1852,keystonejs/keystone-classic,c85e1780fbbbc118d6f31f60b35bd0c3d10de20a,1,Removing e2e tests for now  They are breaking after the refactor  and I want to keep our CI clean while we fix them so incoming PRs are at least validated against the unit tests. Let’s re-enable them as soon as they’re up to date.
1853,keystonejs/keystone-classic,de25f12363030eadf926b678198e3003842b1e2e,0, 
1880,parse-community/parse-server,352eeb217e99ccbdbcc6c539221dad10bffa2564,1,"Travis: Separating Postgres & Mongo scripts (#6505)  * Attempting to fix Postgres issue  * Attempting to fix Postgres issue  trying to stop loop  * Attempting to fix Postgres  isolating postgres calls  * Attempting to fix Postgres issue  Separating jobs  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  Separating builds again  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  Just added back version 10  just in case it gets called  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  * Update .travis.yml  * Attempting to fix postgres  Removed postgres installs from unneeded test cases. Added the ability to test Postgres 10 and 11  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  Added test for postgres 12 that's allowed to fail  * Attempting to fix postgres  * Attempting to fix postgres  Second round to see if it fails eventually  * Attempting to fix postgres  Round 3  * Attempting to fix postgres  Allowing all postgres to fail since it seems to occur randomly  * Temporary fix: separated mongo and postgres in travis  Now the mongo and postgres scripts are independent of each other to prevent the `ERROR:  could not access file ""$libdir/postgis-2.4"": No such file or directory` of showing up in the rest of the builds.  In addition  a test for postgres-12 has been added for future compatibility. Both the postgres-11 and postgres-12 have been added to `allow_failures` because the aforementioned error"
1881,parse-community/parse-server,2c10d9e87f4cf7f94d65b7f689ba05e8a3c5f00b,0, 
1882,parse-community/parse-server,927676b34e03a9025748c35055b69724b49ad535,1,"Updating Postgres/Postgis Call and Postgis to 3.0 (#6528)  * Attempting to fix Postgres issue  * Attempting to fix Postgres issue  trying to stop loop  * Attempting to fix Postgres  isolating postgres calls  * Attempting to fix Postgres issue  Separating jobs  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  Separating builds again  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  Just added back version 10  just in case it gets called  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  * Update .travis.yml  * Attempting to fix postgres  Removed postgres installs from unneeded test cases. Added the ability to test Postgres 10 and 11  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  * Attempting to fix postgres  Added test for postgres 12 that's allowed to fail  * Attempting to fix postgres  * Attempting to fix postgres  Second round to see if it fails eventually  * Attempting to fix postgres  Round 3  * Attempting to fix postgres  Allowing all postgres to fail since it seems to occur randomly  * Temporary fix: separated mongo and postgres in travis  Now the mongo and postgres scripts are independent of each other to prevent the `ERROR:  could not access file ""$libdir/postgis-2.4"": No such file or directory` of showing up in the rest of the builds.  In addition  a test for postgres-12 has been added for future compatibility. Both the postgres-11 and postgres-12 have been added to `allow_failures` because the aforementioned"
1883,parse-community/parse-server,b60502d8a0b8e8ab0400fe6f63526d6886540f7f,0, 
1890,postlight/headless-wp-starter,f4732d790462413eacd1e87768fc140f31dbcff4,1,test: clean up travis with permissions & wait fixes
1891,postlight/headless-wp-starter,0d8592f83f9c8283c86310886f28dabb266de844,0, 
1902,ripple/ripple-client,b85068c3fff61b2ab6ebad6f2f20f891aebab784,1,[FIX] Travis: Refactor
1903,ripple/ripple-client,0261935063702df044dcc750e401a05e44fd57fb,0, 
1926,serverless/serverless,09ab0468c07d537a6e560af6dfdc05554e01237e,1,Improved tests for `logBreakingChange()` function: - fixed the tests when `SLS_IGNORE_WARNING` is set in the shell environment - refactored the tests to clearly expose the tested input combinations (+ added the missing combination - to have a formally complete verification) - added the `SLS_IGNORE_WARNING=*` setting to Travis builds  so that their output doesn't contain unnecessary noise about upcoming changes
1927,serverless/serverless,e64802208d0716195a05c9059201fd6e6adcd49c,0, 
1936,strapi/strapi,5a54d7c2a2254bd5ef5cb1844693638e89fa2306,1,fix: Do not cleanup directories
1937,strapi/strapi,9fd5bad4220179f1eb6c6e5b0400fac959e79aae,0, 
1938,transloadit/uppy,3b154608ddcb05f74f3fa0ce0178d063a7985324,1,disable upload-to-cdn and sync-version-numbers until the fix  until upload-to-cdn is refactored to publish multiple packages revert when upload-to-cdn is updated  //cc @goto-bus-stop
1939,transloadit/uppy,cdee4787be20f0ac018c13fc995ee6ba86bfa84d,0, 
1952,webpack/webpack.js.org,50a62f2b3901815f05298f9b13c3976b57f9da62,1,Replace check-links script with latest version of hyperlink and tap-spot reporter  fix(tests): fix build termination issues with `lint:links`  refactor(tests): test out `defaultTimeout` branch  refactor(tests): test out syntax error patch for hyperlink fix  Update hyperlink version  Use --verbose option to determine the problem  Try my custom hyperlink  add limit assets loading per time  Change limit to 60  Remove concurrency of hyperlink  Switch hyperlink to assetgraph4 feature branch  The upcoming major version of Hyperlink is being built here  and we're seeing good improvements on both memory consumption and runtime  Switch to node 8 on Travis  Hyperlink uses Assetgraph 4  which has node 8 as a minimum version.  Add extremely verbose memory output to hyperlink  Update hyperlink assetgraph dependency to 4.0.5  This clears out memory leaks from javascript assets where jsdom documents were not properly closed  Update hyperlink  Switch to raw hyperlink tap output to see more context  Update hyperlink reference to include assetgraph 4.1.1  Bring back check-links tap filtering  Updated hyperlink and use new skipfilters and tap reporter  Update hyperlink to version that doesn't fail on svg redirects and gives false negative content-type-mismatch errors  Remove check-links.js. hyperlink --skip and tap-spot do the same  Removed tap-parser dependency  which was only used in now deleted check-links script
1953,webpack/webpack.js.org,c0afe6dfdd040fa5cf9105aa742bbeed6a7553cb,0, 
1960,winstonjs/winston,f7591abaf293bccda3645f187897ed68a304be91,1,"Approach to fixing #1174 (#1294)  * [tiny] Minor whitespace changes for readability / style.  * [fix] Track ""rotatedWhileOpening"" within the File transport and do not attempt to rotate during the open operation. Fixes #1174. [refactor] Require source stream to be provided to _createStream and return the dest stream from _createStream so that the open operation is closed over the two streams. [doc] Add examples/file-maxsize.js to illustrate & ""bless"" the behavior that was failing in #1174.  * [dist fix] Appease the gods of eslint.  * [dist] Allow failures from node@10.  * [refactor] Address comments about consistency in variable naming."
1961,winstonjs/winston,282ac5531a016d83a8f3b727b4e4d48df65a7ed3,0, 
1972,yarnpkg/yarn,eec75ea3861bfb40e0ee25b97e725980b317a381,1,Fix: Clean-up cwd after integration tests and increase ramfs size (#4108)  **Summary**  We normally clean up the test `cwd` after running them but we don't for integration tests. With the addition of a new test case  this started causing macOS builds to fail on TravisCI due to exhaustion of space on ramdisk which we use to run tests on for speed. This patch also increases ramfs size on Travis to make tests pass since clean up alone was not enough.  **Test plan**  macOS tests should pass on TravisCI.
1973,yarnpkg/yarn,55d7b00a454d901928e2aeb1aa1bc0a8c88cecdf,0, 
